area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr,poverty_rate
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.506,0.032,0.168,0.069,0.515,0.247,0.237,0.017,0.005,0.965,0.004,0.0,0.120158888,0.329692155,0.27408143,0.276067527,15,15,0.289,0.09,0.095,0.052000000000000005,0.18600000000000003,0.295,12.0,21.14602162162162,2670.0,900.0,year 2,12.9
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.419,0.054000000000000006,0.3,0.185,0.494,0.247,0.203,0.207,0.057999999999999996,0.72,0.006999999999999999,0.008,0.20179820199999998,0.336663337,0.282717283,0.178821179,11,18,0.3,0.21364882697947216,0.114,0.08,0.16469557362240286,0.285,10.0,21.14602162162162,1360.0,1039.0,year 2,19.4
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.535,0.039,0.14300000000000002,0.051,0.511,0.21899999999999997,0.183,0.039,0.011000000000000001,0.9209999999999999,0.008,0.004,0.061886051,0.32220039300000003,0.360510806,0.25540275,14,12,0.32899999999999996,0.17800000000000002,0.08800000000000001,0.079,0.17600000000000002,0.262,11.0,9.27,1600.0,1239.0,year 2,10.6
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.32299999999999995,0.115,0.183,0.068,0.486,0.172,0.179,0.001,0.026000000000000002,0.96,0.006,0.004,0.300796813,0.34462151399999996,0.261952191,0.092629482,8,14,0.29,0.31,0.121,0.095,0.16469557362240286,0.276,13.0,36.69,5889.0,2980.0,year 1,28.8
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.5579999999999999,0.045,0.09,0.052000000000000005,0.498,0.247,0.17800000000000002,0.046,0.003,0.9179999999999999,0.006999999999999999,0.002,0.079237713,0.380140421,0.364092277,0.176529589,12,9,0.322,0.133,0.09,0.047,0.172,0.20199999999999999,13.0,9.36,1380.0,1200.0,year 1,9.3
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.431,0.044000000000000004,0.297,0.145,0.511,0.22899999999999998,0.193,0.09,0.009000000000000001,0.8740000000000001,0.009000000000000001,0.005,0.121485944,0.391566265,0.343373494,0.143574297,10,13,0.297,0.21364882697947216,0.096,0.094,0.16469557362240286,0.257,9.0,25.61,6789.0,4499.0,year 2,16.6
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.469,0.063,0.13,0.040999999999999995,0.512,0.196,0.17600000000000002,0.033,0.006999999999999999,0.935,0.005,0.013999999999999999,0.11800000000000001,0.38299999999999995,0.304,0.195,8,9,0.264,0.254,0.098,0.064,0.131,0.243,11.0,9.62,3179.0,4009.0,year 1,13.1
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.337,0.07,0.42,0.114,0.508,0.294,0.131,0.319,0.040999999999999995,0.595,0.028999999999999998,0.004,0.310139165,0.342942346,0.269383698,0.07753479099999999,17,9,0.38,0.22,0.15,0.073,0.156,0.317,11.0,35.38,4330.0,1720.0,year 2,21.5
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Federal/State government-dependent,0.449,0.061,0.13,0.039,0.44799999999999995,0.187,0.14,0.03,0.062,0.9,0.006,0.009000000000000001,0.12108980800000001,0.40665993899999997,0.308779011,0.163471241,9,8,0.28300000000000003,0.174,0.09699999999999999,0.061,0.192,0.254,13.0,13.53,3189.0,2319.0,year 1,13.9
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.484,0.062,0.162,0.027999999999999997,0.524,0.247,0.135,0.040999999999999995,0.303,0.623,0.0,0.015,0.093503937,0.29330708699999997,0.362204724,0.250984252,13,10,0.304,0.217,0.11199999999999999,0.091,0.193,0.278,12.0,10.41,1509.0,1659.0,year 1,16.1
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.47,0.043,0.184,0.09,0.512,0.172,0.281,0.015,0.084,0.87,0.013000000000000001,0.004,0.077001013,0.332320162,0.299898683,0.290780142,6,10,0.27399999999999997,0.24600000000000002,0.136,0.078,0.16469557362240286,0.249,12.0,22.8,8970.0,4480.0,year 2,10.3
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.496,0.057,0.21899999999999997,0.076,0.511,0.262,0.10300000000000001,0.071,0.18100000000000002,0.726,0.004,0.013999999999999999,0.124266145,0.312133072,0.28669275899999996,0.276908023,13,7,0.297,0.155,0.10400000000000001,0.073,0.152,0.263,13.0,13.16,2789.0,2399.0,year 2,12.1
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.48200000000000004,0.059000000000000004,0.20600000000000002,0.054000000000000006,0.529,0.231,0.14400000000000002,0.039,0.373,0.562,0.0,0.004,0.12032355900000001,0.332659252,0.294236603,0.25278058600000003,13,10,0.366,0.192,0.125,0.10400000000000001,0.105,0.28300000000000003,14.0,16.41,1589.0,719.0,year 1,18.2
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.446,0.052000000000000005,0.292,0.136,0.522,0.243,0.174,0.079,0.14,0.747,0.016,0.009000000000000001,0.147147147,0.35235235200000004,0.342342342,0.15815815800000002,14,12,0.302,0.23800000000000002,0.13699999999999998,0.10099999999999999,0.16469557362240286,0.315,10.0,19.43,1899.0,2159.0,year 1,19.1
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.531,0.049,0.228,0.071,0.518,0.223,0.107,0.099,0.28800000000000003,0.5660000000000001,0.0,0.036000000000000004,0.12372188099999999,0.247443763,0.254601227,0.374233129,15,8,0.311,0.174,0.105,0.09,0.105,0.261,14.0,11.35,1399.0,1050.0,year 1,17.1
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.46399999999999997,0.069,0.245,0.107,0.504,0.255,0.142,0.012,0.10800000000000001,0.8759999999999999,0.001,0.003,0.124875125,0.387612388,0.314685315,0.172827173,8,9,0.314,0.21364882697947216,0.11699999999999999,0.085,0.16469557362240286,0.292,13.0,24.49,6019.0,8870.0,year 2,13.0
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Recreation,0.495,0.08900000000000001,0.21899999999999997,0.067,0.502,0.20199999999999999,0.192,0.005,0.013000000000000001,0.953,0.0,0.005,0.223880597,0.433830846,0.21393034800000002,0.128358209,11,12,0.311,0.26899999999999996,0.111,0.057,0.142,0.257,13.0,17.88,6019.0,1990.0,year 2,17.7
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.496,0.040999999999999995,0.358,0.129,0.51,0.27399999999999997,0.098,0.391,0.21,0.314,0.012,0.059000000000000004,0.22244489,0.23246493,0.25250501,0.29258517,16,6,0.29100000000000004,0.147,0.09699999999999999,0.077,0.155,0.239,10.0,10.19,1330.0,1560.0,year 1,17.9
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Farm-dependent,0.462,0.061,0.242,0.08900000000000001,0.504,0.252,0.21100000000000002,0.019,0.006,0.9670000000000001,0.006999999999999999,0.001,0.16699999999999998,0.48100000000000004,0.22899999999999998,0.12300000000000001,14,15,0.31,0.298,0.11900000000000001,0.073,0.2,0.359,9.0,28.86,2949.0,1770.0,year 2,19.5
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Recreation,0.444,0.068,0.31,0.111,0.519,0.195,0.25,0.062,0.021,0.889,0.006,0.006999999999999999,0.12651821900000002,0.300607287,0.351214575,0.22165991899999998,10,13,0.245,0.21100000000000002,0.1,0.07200000000000001,0.10800000000000001,0.228,13.0,13.03,1989.0,1299.0,year 1,15.5
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.473,0.07,0.172,0.057999999999999996,0.517,0.221,0.121,0.045,0.479,0.4,0.005,0.026000000000000002,0.095849802,0.273715415,0.401185771,0.229249012,14,9,0.364,0.195,0.127,0.09699999999999999,0.14300000000000002,0.275,12.0,6.78,1739.0,2519.0,year 2,15.9
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.473,0.040999999999999995,0.249,0.079,0.506,0.282,0.11699999999999999,0.153,0.015,0.763,0.022000000000000002,0.027999999999999997,0.128643216,0.311557789,0.251256281,0.308542714,14,7,0.276,0.16899999999999998,0.08800000000000001,0.073,0.141,0.268,11.0,14.84,2339.0,1819.0,year 2,11.7
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.34600000000000003,0.08800000000000001,0.222,0.076,0.532,0.212,0.166,0.026000000000000002,0.258,0.6859999999999999,0.004,0.009000000000000001,0.16498994,0.453722334,0.22233400399999997,0.158953722,11,8,0.307,0.196,0.135,0.09699999999999999,0.16469557362240286,0.27,13.0,23.11,6380.0,3220.0,year 1,18.6
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.462,0.06,0.19399999999999998,0.037000000000000005,0.528,0.23,0.136,0.034,0.551,0.37200000000000005,0.0,0.026000000000000002,0.148676171,0.257637475,0.271894094,0.321792261,14,10,0.348,0.19699999999999998,0.13699999999999998,0.11800000000000001,0.156,0.281,13.0,13.36,1540.0,1100.0,year 1,22.5
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.5,0.047,0.19,0.054000000000000006,0.509,0.214,0.187,0.016,0.107,0.856,0.001,0.0,0.19080919100000002,0.41258741299999996,0.24875124899999998,0.14785214800000002,11,11,0.348,0.264,0.111,0.085,0.16469557362240286,0.272,14.0,28.11,3190.0,2069.0,year 1,15.2
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.361,0.084,0.19899999999999998,0.081,0.507,0.34,0.114,0.053,0.009000000000000001,0.11199999999999999,0.8440000000000001,0.002,0.10300000000000001,0.433,0.298,0.166,23,10,0.385,0.45899999999999996,0.131,0.077,0.196,0.308,11.0,21.14602162162162,859.0,1439.0,year 1,35.3
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.335,0.08,0.212,0.048,0.495,0.205,0.182,0.02,0.244,0.7240000000000001,0.001,0.01,0.249498998,0.348697395,0.27254509,0.129258517,12,16,0.34299999999999997,0.307,0.126,0.11900000000000001,0.16469557362240286,0.33899999999999997,13.0,21.14602162162162,6379.0,1080.0,year 1,30.4
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.45399999999999996,0.066,0.242,0.055999999999999994,0.5,0.25,0.149,0.02,0.005,0.9470000000000001,0.005,0.0,0.162955466,0.42914979799999997,0.258097166,0.149797571,13,11,0.37799999999999995,0.182,0.15,0.07,0.10800000000000001,0.342,13.0,27.01,3640.0,1700.0,year 2,16.5
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.43200000000000005,0.067,0.188,0.069,0.475,0.217,0.147,0.025,0.059000000000000004,0.892,0.003,0.003,0.132796781,0.43360161,0.312877264,0.120724346,11,10,0.321,0.268,0.11,0.09,0.19,0.307,14.0,13.1,1950.0,2359.0,year 2,20.4
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.39799999999999996,0.068,0.174,0.059000000000000004,0.444,0.196,0.14300000000000002,0.028999999999999998,0.061,0.8079999999999999,0.077,0.008,0.15492957699999998,0.36217303799999995,0.30583501,0.177062374,8,9,0.31,0.18600000000000003,0.11,0.08,0.205,0.265,11.0,15.03,3039.0,1390.0,year 1,18.7
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Recreation,0.37200000000000005,0.08,0.226,0.07200000000000001,0.48100000000000004,0.19699999999999998,0.207,0.085,0.01,0.828,0.046,0.011000000000000001,0.127420999,0.301732926,0.397553517,0.17329255899999998,10,10,0.32799999999999996,0.252,0.10400000000000001,0.071,0.14800000000000002,0.231,11.0,12.67,2879.0,3570.0,year 1,17.5
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.493,0.037000000000000005,0.11599999999999999,0.045,0.517,0.21,0.20199999999999999,0.04,0.005,0.935,0.002,0.006999999999999999,0.076152305,0.35571142299999997,0.365731463,0.20240481,13,10,0.28800000000000003,0.091,0.096,0.07,0.141,0.281,12.0,15.48,1369.0,2150.0,year 2,10.3
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan not adjacent to a metro area,Mining-dependent,0.319,0.08,0.23199999999999998,0.052000000000000005,0.509,0.207,0.168,0.008,0.022000000000000002,0.9440000000000001,0.0,0.003,0.33843017299999995,0.35881753299999997,0.20591233399999997,0.096839959,12,13,0.33,0.258,0.142,0.1,0.16469557362240286,0.304,13.0,20.41,2319.0,1869.0,year 1,43.7
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.418,0.10300000000000001,0.26,0.08900000000000001,0.5,0.248,0.146,0.021,0.318,0.65,0.0,0.006,0.224120603,0.415075377,0.20904522600000003,0.151758794,11,9,0.34600000000000003,0.23199999999999998,0.135,0.109,0.16469557362240286,0.306,13.0,48.11,7239.0,1999.5,year 2,26.8
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.503,0.04,0.272,0.138,0.49700000000000005,0.28,0.14400000000000002,0.501,0.043,0.433,0.017,0.017,0.23564356399999997,0.351485149,0.29207920800000003,0.12079207900000001,16,10,0.304,0.21364882697947216,0.10099999999999999,0.10099999999999999,0.16469557362240286,0.27399999999999997,11.0,26.97,11239.0,3620.0,year 1,12.9
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Federal/State government-dependent,0.473,0.052000000000000005,0.14300000000000002,0.057,0.512,0.191,0.175,0.0,0.009000000000000001,0.9640000000000001,0.0,0.01,0.11167002,0.468812877,0.218309859,0.201207243,9,11,0.332,0.17300000000000001,0.11,0.07400000000000001,0.125,0.24,14.0,22.05,2610.0,2199.0,year 1,17.2
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.573,0.038,0.11599999999999999,0.045,0.501,0.19399999999999998,0.17,0.013000000000000001,0.008,0.9640000000000001,0.001,0.013000000000000001,0.051,0.359,0.315,0.275,8,9,0.266,0.10300000000000001,0.086,0.059000000000000004,0.21,0.22399999999999998,12.0,9.87,1789.0,1609.0,year 2,9.1
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.529,0.027000000000000003,0.19,0.106,0.509,0.27899999999999997,0.096,0.149,0.09,0.629,0.006999999999999999,0.135,0.074148297,0.153306613,0.278557114,0.493987976,12,4,0.253,0.091,0.075,0.068,0.13,0.185,10.0,6.86,1599.0,1160.0,year 1,6.4
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.569,0.038,0.084,0.034,0.508,0.24100000000000002,0.14800000000000002,0.026000000000000002,0.01,0.9470000000000001,0.0,0.003,0.065261044,0.299196787,0.34236947799999995,0.29317269100000004,11,8,0.27,0.146,0.091,0.061,0.27899999999999997,0.218,12.0,9.1,2049.0,1649.0,year 2,6.0
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.46,0.061,0.205,0.065,0.514,0.237,0.151,0.031,0.08800000000000001,0.846,0.005,0.004,0.218687873,0.429423459,0.211729622,0.140159046,13,12,0.33399999999999996,0.21364882697947216,0.121,0.11800000000000001,0.16469557362240286,0.374,14.0,47.83,7819.0,2590.0,year 1,16.1
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.515,0.043,0.21100000000000002,0.08199999999999999,0.493,0.223,0.237,0.017,0.006,0.865,0.095,0.005,0.116071429,0.38293650799999995,0.330357143,0.17063492100000002,12,11,0.353,0.166,0.106,0.055999999999999994,0.16469557362240286,0.285,11.0,21.14602162162162,5589.0,1869.0,year 1,14.2
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.48700000000000004,0.055999999999999994,0.23800000000000002,0.083,0.512,0.22699999999999998,0.113,0.048,0.083,0.8140000000000001,0.005,0.024,0.12349397599999999,0.309236948,0.285140562,0.282128514,13,8,0.27899999999999997,0.25,0.09,0.08800000000000001,0.132,0.289,14.0,14.46,1759.0,1510.0,year 2,18.7
